Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:GNC,"GrainCorp Limited (ASX:GNC)",https://www.listcorp.com/asx/gnc/graincorp-limited,"	2174130000",9.595,0.10,1,"Consumer Staples"
ASX:CIP,"Centuria Industrial REIT (ASX:CIP)",https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	2165110000",3.375,-0.04,-1.03,"Real Estate"
ASX:SUL,"Super Retail Group (ASX:SUL)",https://www.listcorp.com/asx/sul/super-retail-group,"	2129540000",9.55,0.12,1.27,"Consumer Discretionary"
ASX:IFL,"Insignia Financial Ltd (ASX:IFL)",https://www.listcorp.com/asx/ifl/insignia-financial-ltd,"	2125050000",3.245,-0.00,-0.15,Financials
ASX:TAH,"Tabcorp Holdings Limited (ASX:TAH)",https://www.listcorp.com/asx/tah/tabcorp-holdings-limited,"	2114480000",0.9425,-0.01,-0.79,"Consumer Discretionary"
ASX:DDR,"Dicker Data Limited (ASX:DDR)",https://www.listcorp.com/asx/ddr/dicker-data-limited,"	2112430000",12.33,0.12,0.98,"Information Technology"
ASX:BAP,"Bapcor Limited (ASX:BAP)",https://www.listcorp.com/asx/bap/bapcor-limited,"	2090780000",6.225,0.07,1.06,"Consumer Discretionary"
ASX:SNZ,"Summerset Group Holdings Limited (ASX:SNZ)",https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,"	2079870000",9.58,0.58,6.44,"Health Care"
ASX:NUF,"Nufarm (ASX:NUF)",https://www.listcorp.com/asx/nuf/nufarm,"	2074900000",5.44,-0.02,-0.37,Materials
ASX:ELD,"Elders Limited (ASX:ELD)",https://www.listcorp.com/asx/eld/elders-limited,"	2071750000",13.285,0.05,0.34,"Consumer Staples"
ASX:CMW,"Cromwell Property Group (ASX:CMW)",https://www.listcorp.com/asx/cmw/cromwell-property-group,"	2055810000",0.7825,-0.00,-0.32,"Real Estate"
ASX:VUK,"Virgin Money UK PLC (ASX:VUK)",https://www.listcorp.com/asx/vuk/virgin-money-uk-plc,"	2051020000",2.5,0.00,0,Financials
ASX:JDO,"Judo Capital Holdings Limited (ASX:JDO)",https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	2017570000",1.875,0.05,2.74,Financials
ASX:CXO,"Core Lithium Ltd (ASX:CXO)",https://www.listcorp.com/asx/cxo/core-lithium-ltd,"	1974880000",1.225,0.09,7.46,Materials
ASX:DHG,"Domain Holdings Australia Limited (ASX:DHG)",https://www.listcorp.com/asx/dhg/domain-holdings-australia,"	1970770000",3.215,0.09,3.04,"Communication Services"
ASX:AIZ,"Air New Zealand Limited (ASX:AIZ)",https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	1953710000",0.575,-0.00,-0.86,Industrials
ASX:PDL,"Pendal Group Limited (ASX:PDL)",https://www.listcorp.com/asx/pdl/pendal-group-limited,"	1938740000",5.08,0.02,0.4,Financials
ASX:IRE,"Iress Limited (ASX:IRE)",https://www.listcorp.com/asx/ire/iress,"	1921170000",10.175,0.01,0.05,"Information Technology"
ASX:LFS,"Latitude Financial Services Group Limited (ASX:LFS)",https://www.listcorp.com/asx/lfs/latitude-financial-services-group-limited,"	1879620000",1.81,0.00,0,Financials
ASX:HUB,"HUB24 Limited (ASX:HUB)",https://www.listcorp.com/asx/hub/hub24-limited,"	1870160000",24.205,0.85,3.62,Financials
ASX:GRR,"Grange Resources Limited (ASX:GRR)",https://www.listcorp.com/asx/grr/grange-resources,"	1863320000",1.675,0.07,4.04,Materials
ASX:SKC,"SkyCity Entertainment Group Limited (ASX:SKC)",https://www.listcorp.com/asx/skc/skycity-entertainment-group,"	1862500000",2.475,0.02,1.02,"Consumer Discretionary"
ASX:BRN,"Brainchip Holdings Ltd (ASX:BRN)",https://www.listcorp.com/asx/brn/brainchip-holdings,"	1825800000",1.09,0.03,2.35,"Information Technology"
ASX:PPT,"Perpetual Limited (ASX:PPT)",https://www.listcorp.com/asx/ppt/perpetual-limited,"	1825600000",32.42,0.23,0.71,Financials
ASX:WPR,"Waypoint REIT Limited (ASX:WPR)",https://www.listcorp.com/asx/wpr/waypoint-reit-limited,"	1779540000",2.495,-0.00,-0.2,"Real Estate"
ASX:LKE,"Lake Resources NL (ASX:LKE)",https://www.listcorp.com/asx/lke/lake-resources,"	1774000000",1.465,0.14,10.57,Materials
ASX:ABC,"Adbri Limited (ASX:ABC)",https://www.listcorp.com/asx/abc/adbri-limited,"	1762090000",2.7,0.00,0,Materials
ASX:CNI,"Centuria Capital Group (ASX:CNI)",https://www.listcorp.com/asx/cni/centuria-capital,"	1752060000",2.2,-0.01,-0.45,"Real Estate"
ASX:LSF,"L1 Long Short Fund Limited (ASX:LSF)",https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1747920000",2.9,0.04,1.4,Financials
ASX:NVX,"Novonix Limited (ASX:NVX)",https://www.listcorp.com/asx/nvx/novonix-limited,"	1710550000",3.68,0.16,4.55,"Information Technology"
ASX:IPH,"IPH Limited (ASX:IPH)",https://www.listcorp.com/asx/iph/iph-limited,"	1706790000",7.87,0.07,0.9,Industrials
ASX:CEN,"Contact Energy Limited (ASX:CEN)",https://www.listcorp.com/asx/cen/contact-energy-limited,"	1689330000",6.83,0.01,0.15,Utilities
ASX:MVW,"Vaneck Vectors Australian Equal Weight ETF (ASX:MVW)",https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	1688950000",33.12,0.25,0.76,Financials
ASX:KLS,"Kelsian Group Limited (ASX:KLS)",https://www.listcorp.com/asx/kls/kelsian-group-limited,"	1672940000",7.71,0.05,0.65,Industrials
ASX:INA,"Ingenia Communities Group (ASX:INA)",https://www.listcorp.com/asx/ina/ingenia-communities-group,"	1654790000",4.09,0.03,0.74,"Real Estate"
ASX:AUB,"AUB Group Limited (ASX:AUB)",https://www.listcorp.com/asx/aub/aub-group-limited,"	1638650000",18.33,0.12,0.66,Financials
ASX:PNI,"Pinnacle Investment Management Group (ASX:PNI)",https://www.listcorp.com/asx/pni/pinnacle-investment-management-group,"	1636390000",8.3,0.10,1.22,Financials
ASX:HMC,"HMC Capital (ASX:HMC)",https://www.listcorp.com/asx/hmc/hmc-capital,"	1617940000",5.44,0.04,0.74,"Real Estate"
ASX:IAF,"iShares CORE Composite Bond ETF (ASX:IAF)",https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	1617700000",100.26,-0.16,-0.16,Financials
ASX:GUD,"GUD Holdings Limited (ASX:GUD)",https://www.listcorp.com/asx/gud/gud-holdings-limited,"	1589290000",11.22,-0.06,-0.53,"Consumer Discretionary"
ASX:WLE,"WAM Leaders Limited (ASX:WLE)",https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1582090000",1.53,0.00,0,Financials
ASX:MXT,"Metrics Master Income Trust (ASX:MXT)",https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	1578820000",2.015,0.01,0.25,Financials
ASX:CCP,"Credit Corp Group Limited (ASX:CCP)",https://www.listcorp.com/asx/ccp/credit-corp-group,"	1571000000",23.56,0.40,1.73,Financials
ASX:IVC,"InvoCare Limited (ASX:IVC)",https://www.listcorp.com/asx/ivc/invocare-limited,"	1565940000",10.905,0.03,0.32,"Consumer Discretionary"
ASX:RBD,"Restaurant Brands New Zealand (ASX:RBD)",https://www.listcorp.com/asx/rbd/restaurant-brands-new-zealand,"	1553240000",12.45,0.00,0,"Consumer Discretionary"
ASX:LOV,"Lovisa Holdings Limited (ASX:LOV)",https://www.listcorp.com/asx/lov/lovisa-holdings-limited,"	1547420000",14.47,0.07,0.49,"Consumer Discretionary"
ASX:PSI,"PSC Insurance Group (ASX:PSI)",https://www.listcorp.com/asx/psi/psc-insurance-group,"	1528420000",4.44,0.06,1.37,Financials
ASX:JLG,"Johns Lyng Group Limited (ASX:JLG)",https://www.listcorp.com/asx/jlg/johns-lyng-group-limited,"	1503330000",5.975,0.18,3.02,Industrials
ASX:CGC,"Costa Group Holdings Limited (ASX:CGC)",https://www.listcorp.com/asx/cgc/costa-group,"	1500490000",3.21,-0.02,-0.62,"Consumer Staples"
ASX:LFG,"Liberty Financial Group (ASX:LFG)",https://www.listcorp.com/asx/lfg/liberty-financial-group,"	1490680000",5,0.09,1.83,Financials
ASX:ARF,"Arena REIT (ASX:ARF)",https://www.listcorp.com/asx/arf/arena-reit,"	1466450000",4.255,0.02,0.59,"Real Estate"
ASX:DEG,"De Grey Mining Limited (ASX:DEG)",https://www.listcorp.com/asx/deg/de-grey-mining,"	1465200000",1.095,0.06,5.29,Materials
ASX:PPH,"Pushpay Holdings Limited (ASX:PPH)",https://www.listcorp.com/asx/pph/pushpay-holdings-limited,"	1460100000",1.275,-0.00,-0.39,"Information Technology"
ASX:MFF,"MFF Capital Investments Limited (ASX:MFF)",https://www.listcorp.com/asx/mff/mff-capital-investments,"	1443360000",2.49,0.02,0.81,Financials
ASX:BGA,"Bega Cheese Limited (ASX:BGA)",https://www.listcorp.com/asx/bga/bega-cheese-limited,"	1437560000",4.74,0.00,0,"Consumer Staples"
ASX:SLR,"Silver Lake Resources (ASX:SLR)",https://www.listcorp.com/asx/slr/silver-lake-resources,"	1427810000",1.59,0.05,3.58,Materials
ASX:RRL,"Regis Resources Limited (ASX:RRL)",https://www.listcorp.com/asx/rrl/regis-resources-limited,"	1426530000",1.9475,0.06,3.04,Materials
ASX:LIC,"Lifestyle Communities Limited (ASX:LIC)",https://www.listcorp.com/asx/lic/lifestyle-communities-limited,"	1426000000",13.95,0.31,2.27,"Real Estate"
ASX:OCL,"Objective Corporation (ASX:OCL)",https://www.listcorp.com/asx/ocl/objective-corporation,"	1412630000",15.56,0.66,4.43,"Information Technology"
ASX:CDA,"Codan Limited (ASX:CDA)",https://www.listcorp.com/asx/cda/codan-limited,"	1380140000",7.75,0.12,1.57,"Information Technology"
ASX:MGH,"MAAS Group Holdings Limited (ASX:MGH)",https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1373360000",4.665,0.03,0.54,Industrials
ASX:SYA,"Sayona Mining Limited (ASX:SYA)",https://www.listcorp.com/asx/sya/sayona-mining,"	1360010000",0.1725,0.01,4.55,Materials
ASX:BKL,"Blackmores Limited (ASX:BKL)",https://www.listcorp.com/asx/bkl/blackmores-limited,"	1352750000",69.2,-0.42,-0.6,"Consumer Staples"
ASX:MAQ,"Macquarie Telecom Group (ASX:MAQ)",https://www.listcorp.com/asx/maq/macquarie-telecom-group,"	1348050000",62.36,-0.15,-0.24,"Communication Services"
ASX:CMM,"Capricorn Metals Ltd (ASX:CMM)",https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,"	1319110000",3.64,0.09,2.54,Materials
ASX:WAF,"West African Resources Limited (ASX:WAF)",https://www.listcorp.com/asx/waf/west-african-resources,"	1317130000",1.33,0.04,3.1,Materials
ASX:CQE,"Charter Hall Social Infrastructure REIT (ASX:CQE)",https://www.listcorp.com/asx/cqe/charter-hall-social-infrastructure-reit,"	1315710000",3.6,0.00,0,"Real Estate"
ASX:IAP,"Irongate Group (ASX:IAP)",https://www.listcorp.com/asx/iap/irongate-group,"	1280610000",1.89,0.00,0,"Real Estate"
ASX:TLX,"Telix Pharmaceuticals Limited (ASX:TLX)",https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,"	1264590000",4.12,0.07,1.73,"Health Care"
ASX:BKI,"BKI Investment Company Limited (ASX:BKI)",https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1252080000",1.69,0.01,0.3,Financials
ASX:SDR,"SiteMinder Limited (ASX:SDR)",https://www.listcorp.com/asx/sdr/siteminder-limited,"	1250250000",4.64,0.04,0.87,"Information Technology"
ASX:CXL,"Calix Limited (ASX:CXL)",https://www.listcorp.com/asx/cxl/calix-limited,"	1248380000",8.08,0.35,4.53,Materials
ASX:WSA,"Western Areas Limited (ASX:WSA)",https://www.listcorp.com/asx/wsa/western-areas-limited,"	1241540000",3.86,0.00,0,Materials
ASX:AUI,"Australian United Investment Company (ASX:AUI)",https://www.listcorp.com/asx/aui/australian-united-investment,"	1220180000",9.78,0.04,0.41,Financials
ASX:AAC,"Australian Agricultural Company (ASX:AAC)",https://www.listcorp.com/asx/aac/australian-agricultural-company,"	1217590000",2.06,0.04,1.98,"Consumer Staples"
ASX:COF,"Centuria Office Reit (ASX:COF)",https://www.listcorp.com/asx/cof/centuria-office-reit,"	1206620000",1.98,-0.04,-1.98,"Real Estate"
ASX:29M,"29Metals Limited (ASX:29M)",https://www.listcorp.com/asx/29m/29metals-limited,"	1198490000",2.555,0.06,2.61,Materials
ASX:SP1,"Southern Cross Payment Ltd (ASX:SP1)",https://www.listcorp.com/asx/sp1/southern-cross-payment-ltd,"	1177850000",1.07,0.00,0,"Information Technology"
ASX:GMA,"Genworth Mortgage Insurance Australia Limited (ASX:GMA)",https://www.listcorp.com/asx/gma/genworth-mortgage-insurance-australia-limited,"	1170480000",2.93,-0.07,-2.33,Financials
ASX:RFF,"Rural Funds Group (ASX:RFF)",https://www.listcorp.com/asx/rff/rural-funds-group,"	1162840000",3.02,-0.02,-0.66,"Real Estate"
ASX:KAR,"Karoon Energy Ltd (ASX:KAR)",https://www.listcorp.com/asx/kar/karoon-energy-ltd,"	1148240000",2.09,0.03,1.46,Energy
ASX:JRV,"Jervois Global Limited (ASX:JRV)",https://www.listcorp.com/asx/jrv/jervois-global-limited,"	1147410000",0.7725,0.02,2.32,Materials
ASX:MCR,"Mincor Resources NL (ASX:MCR)",https://www.listcorp.com/asx/mcr/mincor-resources,"	1143110000",2.45,0.09,3.81,Materials
ASX:HGH,"Heartland Group Holdings Limited (ASX:HGH)",https://www.listcorp.com/asx/hgh/heartland-group-holdings,"	1132450000",1.91,0.00,0,Financials
ASX:VSL,"Vulcan Steel Limited (ASX:VSL)",https://www.listcorp.com/asx/vsl/vulcan-steel-limited,"	1127490000",8.66,0.08,0.93,Materials
ASX:GOR,"Gold Road Resources Limited (ASX:GOR)",https://www.listcorp.com/asx/gor/gold-road-resources,"	1122310000",1.335,0.07,5.12,Materials
ASX:FFX,"Firefinch Limited (ASX:FFX)",https://www.listcorp.com/asx/ffx/firefinch-limited,"	1122180000",0.355,-0.59,-62.63,Materials
ASX:ERA,"Energy Resources of Australia Ltd (ASX:ERA)",https://www.listcorp.com/asx/era/energy-resources-of-australia,"	1107410000",0.3,0.00,0,Energy
ASX:UMG,"United Malt Group Limited (ASX:UMG)",https://www.listcorp.com/asx/umg/united-malt-group-limited,"	1106960000",3.67,-0.03,-0.81,"Consumer Staples"
ASX:SIQ,"Smartgroup Corporation (ASX:SIQ)",https://www.listcorp.com/asx/siq/smartgroup-corporation,"	1103230000",8.37,0.12,1.45,Industrials
ASX:MND,"Monadelphous Group Limited (ASX:MND)",https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	1087900000",12.11,0.69,6.04,Industrials
ASX:CKF,"Collins Foods Limited (ASX:CKF)",https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1086440000",9.34,0.03,0.32,"Consumer Discretionary"
ASX:IXJ,"iShares Global Healthcare ETF (ASX:IXJ)",https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1084520000",115.5,-0.51,-0.44,Financials
ASX:ACL,"Australian Clinical Labs Limited (ASX:ACL)",https://www.listcorp.com/asx/acl/australian-clinical-labs-limited,"	1079810000",5.04,-0.31,-5.79,"Health Care"
ASX:BGP,"Briscoe Group Limited (ASX:BGP)",https://www.listcorp.com/asx/bgp/briscoe-group-limited,"	1077600000",4.84,0.00,0,"Consumer Discretionary"
ASX:NWS,"News Corporation (ASX:NWS)",https://www.listcorp.com/asx/nws/news-corp,"	1073140000",24.875,0.59,2.45,"Communication Services"
ASX:SYR,"Syrah Resources Limited (ASX:SYR)",https://www.listcorp.com/asx/syr/syrah-resources,"	1070930000",1.6275,0.03,1.72,Materials
ASX:MAF,"MA Financial Group Limited (ASX:MAF)",https://www.listcorp.com/asx/maf/ma-financial-group-limited,"	1063740000",6.09,0.01,0.16,Financials
ASX:NAN,"Nanosonics Limited (ASX:NAN)",https://www.listcorp.com/asx/nan/nanosonics,"	1056420000",3.49,-0.01,-0.29,"Health Care"
ASX:RMS,"Ramelius Resources Limited (ASX:RMS)",https://www.listcorp.com/asx/rms/ramelius-resources,"	1049540000",1.265,0.06,4.55,Materials
ASX:HTA,"Hutchison Telecommunications (ASX:HTA)",https://www.listcorp.com/asx/hta/hutchison-telecommunications,"	1045080000",0.077,0.00,0,"Communication Services"
ASX:PTM,"Platinum Asset Management Limited (ASX:PTM)",https://www.listcorp.com/asx/ptm/platinum-asset-management-limited,"	1044290000",1.79,0.01,0.56,Financials
ASX:ING,"Inghams Group Limited (ASX:ING)",https://www.listcorp.com/asx/ing/inghams-group,"	1036990000",2.79,0.00,0,"Consumer Staples"
ASX:MP1,"Megaport Limited (ASX:MP1)",https://www.listcorp.com/asx/mp1/megaport-limited,"	1031410000",6.52,-0.01,-0.15,"Information Technology"
ASX:HSN,"Hansen Technologies Limited (ASX:HSN)",https://www.listcorp.com/asx/hsn/hansen-technologies,"	1026120000",5.16,0.05,0.98,"Information Technology"
ASX:WTN,"Winton Land Limited (ASX:WTN)",https://www.listcorp.com/asx/wtn/winton-land-limited,"	1023320000",3.45,0.00,0,"Real Estate"
ASX:DUI,"Diversified United Investment Limited (ASX:DUI)",https://www.listcorp.com/asx/dui/diversified-united,"	1021670000",4.82,0.04,0.84,Financials
ASX:DBI,"Dalrymple Bay Infrastructure Limited (ASX:DBI)",https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	1001440000",2.03,0.01,0.5,Industrials
ASX:DXI,"Dexus Industria REIT (ASX:DXI)",https://www.listcorp.com/asx/dxi/dexus-industria-reit,"	999831000",3.12,-0.03,-0.95,"Real Estate"
ASX:IMU,"Imugene Limited (ASX:IMU)",https://www.listcorp.com/asx/imu/imugene,"	994296000",0.1725,0.00,1.47,"Health Care"
ASX:VUL,"Vulcan Energy Resources Limited (ASX:VUL)",https://www.listcorp.com/asx/vul/vulcan-energy-resources-limited,"	975490000",7.69,0.28,3.78,Materials
ASX:IMD,"IMDEX Limited (ASX:IMD)",https://www.listcorp.com/asx/imd/imdex-limited,"	971308000",2.49,0.04,1.63,Materials
ASX:SBM,"St Barbara Limited (ASX:SBM)",https://www.listcorp.com/asx/sbm/st-barbara-limited,"	962567000",1.2225,0.04,3.6,Materials
ASX:ABB,"Aussie Broadband Limited (ASX:ABB)",https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	962374000",3.995,-0.06,-1.36,"Communication Services"
ASX:GEM,"G8 Education Limited (ASX:GEM)",https://www.listcorp.com/asx/gem/g8-education-limited,"	953314000",1.155,0.03,2.67,"Consumer Discretionary"
ASX:INR,"ioneer Ltd (ASX:INR)",https://www.listcorp.com/asx/inr/ioneer-ltd,"	951541000",0.515,0.06,13.19,Materials
ASX:JIN,"Jumbo Interactive (ASX:JIN)",https://www.listcorp.com/asx/jin/jumbo-interactive,"	950788000",15.19,0.04,0.26,"Consumer Discretionary"
ASX:URW,"Unibail-Rodamco-Westfield (ASX:URW)",https://www.listcorp.com/asx/urw/unibail-rodamco-westfield,"	919352000",4.715,-0.13,-2.78,"Real Estate"
ASX:RED,"Red 5 Limited (ASX:RED)",https://www.listcorp.com/asx/red/red-5-limited,"	918981000",0.41,0.02,5.13,Materials
ASX:XARO,"Activex Ardea Real Outcome Bond Fund (Managed Fund) (ASX:XARO)",https://www.listcorp.com/asx/xaro/activex-ardea-real-outcome-bond-fund-managed-fund,"	916575000",25.15,-0.01,-0.04,Financials
ASX:MICH,"Magellan Infrastructure Fund (Currency Hedged)(Managed Fund) (ASX:MICH)",https://www.listcorp.com/asx/mich/magellan-infrastructure-fund-currency-hedged-managed-fund,"	905943000",3.13,0.01,0.32,Financials
ASX:IEM,"iShares MSCI Emerging Markets ETF (ASX:IEM)",https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	904368000",59.415,0.55,0.94,Financials
ASX:NWH,"NRW Holdings Limited (ASX:NWH)",https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	898387000",2.015,0.02,0.75,Industrials
ASX:MMS,"McMillan Shakespeare (ASX:MMS)",https://www.listcorp.com/asx/mms/mcmillan-shakespeare,"	897621000",11.57,-0.03,-0.26,Industrials
ASX:OBL,"Omni Bridgeway Limited (ASX:OBL)",https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	875765000",3.26,0.00,0,Financials
ASX:BGL,"Bellevue Gold Limited (ASX:BGL)",https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	861246000",0.875,0.04,4.79,Materials
ASX:IEU,"iShares Europe ETF (ASX:IEU)",https://www.listcorp.com/asx/ieu/ishares-europe-etf,"	838795000",67.26,0.62,0.93,Financials
ASX:CIN,"Carlton Investments (ASX:CIN)",https://www.listcorp.com/asx/cin/carlton-investments,"	837923000",32.5,0.85,2.69,Financials
ASX:OML,"oOh!media Limited (ASX:OML)",https://www.listcorp.com/asx/oml/ooh-media-limited,"	832118000",1.395,0.01,0.36,"Communication Services"
ASX:MGX,"Mount Gibson Iron (ASX:MGX)",https://www.listcorp.com/asx/mgx/mount-gibson-iron,"	811081000",0.695,0.02,3.73,Materials
ASX:SGF,"SG Fleet Group Limited (ASX:SGF)",https://www.listcorp.com/asx/sgf/sg-fleet-group,"	807084000",2.35,-0.01,-0.42,Industrials
ASX:PPM,"Pepper Money Limited (ASX:PPM)",https://www.listcorp.com/asx/ppm/pepper-money-limited,"	804587000",1.845,0.02,0.82,Financials
ASX:IDX,"Integral Diagnostics Limited (ASX:IDX)",https://www.listcorp.com/asx/idx/integral-diagnostics-limited,"	801748000",3.435,-0.07,-1.86,"Health Care"
ASX:JHG,"Janus Henderson Group plc (ASX:JHG)",https://www.listcorp.com/asx/jhg/janus-henderson-group-plc,"	792836000",38.64,1.01,2.68,Financials
ASX:DGL,"DGL Group Limited (ASX:DGL)",https://www.listcorp.com/asx/dgl/dgl-group-limited,"	787323000",2.91,0.09,3.19,Materials
ASX:SFY,"SPDR S&P/ASX 50 Fund (ASX:SFY)",https://www.listcorp.com/asx/sfy/spdr-s-and-p-asx-50-fund,"	776349000",65.72,0.51,0.78,Financials
ASX:TGR,"Tassal Group Limited (ASX:TGR)",https://www.listcorp.com/asx/tgr/tassal-group-limited,"	771208000",3.675,0.09,2.37,"Consumer Staples"
ASX:KMD,"KMD Brands Limited (ASX:KMD)",https://www.listcorp.com/asx/kmd/kmd-brands-limited,"	769266000",1.075,-0.01,-0.92,"Consumer Discretionary"
ASX:PWH,"PWR Holdings Limited (ASX:PWH)",https://www.listcorp.com/asx/pwh/pwr-holdings-limited,"	766262000",7.54,-0.10,-1.31,"Consumer Discretionary"
ASX:ECX,"Eclipx Group Limited (ASX:ECX)",https://www.listcorp.com/asx/ecx/eclipx-group,"	765761000",2.53,-0.02,-0.78,Financials
ASX:APX,"Appen Limited (ASX:APX)",https://www.listcorp.com/asx/apx/appen-limited,"	764981000",6.315,0.11,1.85,"Information Technology"
ASX:BOE,"Boss Energy Ltd (ASX:BOE)",https://www.listcorp.com/asx/boe/boss-energy-ltd,"	761570000",2.365,0.20,9.49,Energy
ASX:SWM,"Seven West Media (ASX:SWM)",https://www.listcorp.com/asx/swm/seven-west-media,"	755306000",0.4775,0.00,0.53,"Communication Services"
ASX:CUV,"Clinuvel Pharmaceuticals Limited (ASX:CUV)",https://www.listcorp.com/asx/cuv/clinuvel-pharmaceuticals-limited,"	754496000",15.4,0.13,0.85,"Health Care"
ASX:CBO,"Cobram Estate Olives Limited (ASX:CBO)",https://www.listcorp.com/asx/cbo/cobram-estate-olives-limited,"	754391000",1.795,-0.02,-1.37,"Consumer Staples"
ASX:KKC,"KKR Credit Income Fund (ASX:KKC)",https://www.listcorp.com/asx/kkc/kkr-credit-income-fund,"	747400000",2.06,0.04,1.98,Financials
